1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,Year
192.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0.88,0.76,0.76,0.93,0.82,0.86,-0.44,-1.22,5.0,2018
235.0,Hungary,0.02,0.62,-0.03,0.82,0,0.02,0.62,0.19,0.38,0.02,0.15,0.11,0.21,0.03,1.62,0.06,0.11,0.04,0.09,0.38,0.03,,-0.03,4.96,3.06,0.1,1.23,0.29,0,0.21,0.25,0.86,0,0.3,0.19,,0.82,0,0,0.19,0.14,0.43,0.97,-2429,0.05,1.25,,2.53,1.31,0.21,-0.14,,,0,0,0,0,0,,0,0,0,0,0,0,1622.82,29254.16,,16954.8,618.76,701.09,1.01,0.98,0,0,0,0,0,0,0,0,0,5.0,2018
336.0,Czech Republic,-0.01,0.53,0.11,2.22,0.23,0.02,0.9,0.26,0.47,0.02,0.2,0.07,0.08,0.03,1.9,0.03,0.07,0.02,-0.03,0.24,-0.01,,0.14,4.19,1.42,0.04,2.67,0.45,0.14,0.26,0.45,0.91,0.55,1.92,0.07,-2.79,2.19,0.09,0.34,0.38,0.09,0.59,1.14,1666,-0.02,0.92,95.73,10.99,2.86,0.32,0.44,,,0,0,0,0,0,,0,0,0,0,0,0.06,1459.62,38090.54,7930.46,38090.54,690.95,861.08,1.16,1.07,0.95,0.82,1,,0,1,1.16,,,5.0,2018
338.0,Poland,0.07,0.62,-0.23,0.63,-0.22,0.07,0.62,0.49,0.38,0.07,0.11,0.17,0.16,0.13,1.62,0.11,0.14,0.07,0.14,0.6,0.13,-21.16,-0.37,3.55,1.1,0.17,0.69,0.69,0,0.49,,0.38,0,0.35,0.14,7.59,0.62,0.08,0.16,0.63,0.62,0.63,0.63,-800.54,0.18,0,53.51,2.98,0.8,0.8,-0.58,-1.03,-0.17,-0.07,-0.14,-0.11,,-0.11,-0.85,-0.17,-1.02,0,0,0,0,494.8,2694.63,2442.39,2858.67,189.71,310.25,6.56,6.33,0.94,1.13,-10.96,,0.77,1,0.98,,,5.0,2018
372.0,Poland,0.02,0.27,0.52,3.56,-0.04,0.02,2.71,0.08,0.73,0.03,0.12,0.31,0.4,0.09,3.71,0.08,0.31,0.02,0.31,0.77,0.09,-8.51,1.92,3.86,1.45,0.03,0.29,0.22,0,0.08,4.68,0.8,0,0.86,0.29,0.06,1.49,0.02,0.29,2.7,0.2,2.68,2.92,3763.19,0.03,0.09,0.19,0.62,0.38,0.29,1.76,-0.66,-0.01,-0.04,-0.47,-0.14,-0.56,-0.18,-0.25,-0.05,-1.63,0,0,0,0,2204.04,66545.1,70780.89,71523.66,1610.26,5907.28,0.62,0.62,2.23,2.73,8.46,,,2.05,5.97,,-2.5,5.0,2018
391.0,Poland,0.01,0.51,-0.04,0.49,-0.32,0.01,0.96,0.09,0.49,0.02,0.1,0.08,0.39,0.01,1.96,0.05,0.08,0.02,0.08,0.81,0.01,-1.39,-0.04,3.91,5.56,0.05,1.11,0.16,0.09,0.11,0.08,0.93,1,0.08,0.27,,0.49,0.04,0.41,0.07,0.07,0.51,0.96,-304,0.01,0.89,,3.08,1.25,0.09,-0.38,0.65,0,0.01,0.12,0.02,0.02,0.15,-2.76,0.31,0.44,0,0,0,0,127.66,8911.88,1651.01,2518.76,62.62,64.93,,,1.08,1.18,0.67,2.37,0.92,1.14,0.67,,12.93,5.0,2018
434.0,Poland,-2.77,7.67,-7.15,0.06,-13.24,-0.37,-0.87,0.02,-6.67,-0.22,-0.05,7.06,-0.06,0.02,0.13,-0.03,-21.05,-0.22,-155.89,6.57,-0.3,1.49,-12.38,2.05,418.2,0.03,0.51,0.5,0,3.64,4.8,-6.58,0,0.04,-12.6,,0.06,0.28,15.5,0.06,7.58,-11.55,-11.39,-805,0.42,-0.01,,0.12,0,0.03,-2.03,-0.69,0.12,4,225.1,0.52,45.02,0.53,405.59,9.38,-17.87,0,0,0,0,-1870.32,-33353.37,45285.27,-55708.07,12477.5,21597.59,0,0,,,,,,,,,,5.0,2018
15.0,Poland,0.06,0.86,0.1,1.14,0.09,0.09,0.16,1.41,0.14,0.09,0.13,0.07,0.06,0.12,1.16,0.09,0.07,0.08,0.04,0.05,0.08,10.39,0.56,6.16,0.43,0.57,1.88,1.57,0.12,1.43,3.62,0.28,0.09,0.37,0.06,0.2,0.73,0.09,0.06,0.95,0.72,0.77,1.56,146463,0.42,1.04,4.77,5.44,1.96,7.78,-0.15,-0.35,-0.06,-0.17,-0.12,-0.19,-1.15,-0.23,1.25,-0.2,-2.09,0,0.08,0.1,0.16,3832.18,5724.4,5945.16,6688.11,532.1,2936.67,1.21,1.27,0.09,0.07,0,-3.55,,0.03,0.51,0.53,1.05,6.0,2018
34.0,Poland,-0.02,0.78,0.18,1.26,0.01,-0.02,0.29,2.21,0.23,-0.01,-0.03,0,-0.01,-0.01,1.28,-0.02,-0.01,-0.02,-0.01,0.22,-0.01,1.59,1.24,5.47,0.27,-0.07,3.3,2.86,0,2.22,8.15,0.33,0,0.38,-0.01,-1.09,1.24,0,0,1.1,0.68,1.58,2.29,52183.68,-0.09,0.45,120.77,3.79,3.26,15.4,0.07,-0.21,0.15,0.09,0.04,0.12,0.92,0.14,6.07,0.11,-5.77,0,0.05,0,0.12,488.18,-5394.21,-50174.65,-6736.77,110.51,769.94,1.35,1.39,0.84,0.82,0.74,2.96,1.05,1.9,0.81,3.96,1.3,6.0,2018
42.0,Poland,0.09,0.59,0.57,2.39,0.09,0.12,0.7,0.68,0.41,0.12,0.29,0.18,0.2,0.21,1.7,0.2,0.17,0.12,0.14,0.32,0.17,135.72,29.01,5.83,0.7,0.28,1.38,0.96,0.19,0.68,0.83,0.59,0.28,0.31,0.17,0.11,0.36,0.12,0.17,1.67,0.41,20.96,30.01,385369,0.23,0.43,0.81,32.63,1.66,34.48,-0.47,11.7,0.49,0.01,0.01,0.01,0.04,0.02,6.83,0.01,0.07,0,0.02,0.04,0.12,1505.05,5276.15,5365.56,5365.56,620.41,31541.83,1.23,1.22,1.08,1.06,-0.48,-3.35,1.61,1.52,1.19,,-0.26,6.0,2018
44.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0.98,1.25,4.92,0.98,1.4,0.99,-9.37,-0.02,6.0,2018
47.0,Poland,0.01,0.64,0.19,1.46,-0.1,0.05,0.57,0.91,0.36,0.03,0.11,0.07,0.02,0.1,1.57,0.03,0.05,0.02,0.01,0.47,0.04,1.04,0.45,5.7,0.46,0.05,2.24,1.44,0,0.94,2.39,0.59,0,0.72,0.02,0.17,1.33,0.03,0.04,0.94,0.41,0.86,1.4,93448.41,0.02,0.63,17.3,3.66,2.22,2.16,0.15,-0.14,-0.23,-0.06,-0.07,-0.1,-0.28,-0.16,0.7,-0.11,-3.25,0,0,0,0,984.05,7707.38,10313.21,18073.12,356.63,845.46,0.71,0.68,0,0,0,0,0,0,0,0,0,6.0,2018
49.0,Poland,0.08,0.6,0.16,1.62,0.01,0.13,0.63,0.19,0.38,0.11,0.5,0.68,0.48,0.21,1.67,0.18,0.68,0.11,0.43,0.36,0.13,6.43,0.27,6.02,2.54,0.28,0.8,0.34,0,0.31,0.63,0.72,0,0.56,0.57,0.41,0.86,0.11,0.57,0.69,0.25,0.63,1.22,166580.04,0.21,0.92,0.96,2.46,0.73,0.32,-0.2,-1.28,-0.01,-0.06,-0.33,-0.1,-0.18,-0.25,1.01,-0.15,-0.59,0,0,0,0.31,902.73,2677.54,3178.74,3206.16,339.28,573.16,,,,,,,,,,,,6.0,2018
51.0,Poland,0.02,0.84,0.07,1.09,0,0.06,0.28,1.88,0.24,0.07,0.08,0.04,0.04,0.1,1.19,0.08,0.03,0.06,0.01,0.24,0.05,-13.31,0.41,5.35,0.43,0.27,2.39,2.16,0,1.88,9.39,0.32,0,0.52,0.03,0.34,1,0.09,0.05,0.99,0.76,1.4,1.88,15419.85,0.1,0.34,27.17,5.14,2.47,11.12,0,-0.1,-0.09,-0.24,-0.13,-0.29,-2.96,-0.32,1.28,-0.29,-3.77,0,0.02,0,0,501.26,1969.83,1393.08,1862.55,118.79,701.24,2.12,2.01,0.99,1.02,-4.06,-2.63,0.88,1.14,1.09,,7.69,6.0,2018
52.0,Poland,-0.05,0.91,0.31,1.48,-0.29,-0.04,0.09,1.01,0.09,-0.02,-0.06,-0.03,-0.02,-0.03,1.09,-0.03,-0.04,-0.02,-0.05,0.38,-0.04,1.24,3.62,5.44,0.76,-0.29,1.65,1.14,1.97,1.02,3.22,0.37,1.96,0.31,-0.02,-1.8,1.44,-0.01,-0.01,1.02,0.63,1.02,4.38,84987,-0.54,3.31,39.35,1.41,1.6,11.96,0.27,7.71,-1.84,-0.01,-0.01,-0.01,-0.02,-0.01,-0.1,-0.01,0.24,0,0.01,0,0,461.29,-1081.14,-2919.32,-1613.28,39.49,468.84,0.96,1.01,0.98,1.05,-1.2,-7.2,2.3,1.81,1.04,0.04,-0.51,6.0,2018
53.0,Poland,-0.07,0.6,0.03,1.05,-0.07,-0.07,0.71,1.05,0.42,-0.08,-0.12,-0.04,-0.07,-0.08,1.67,-0.13,-0.06,-0.08,-0.07,0.5,-0.09,-8.09,0.06,5.61,0.5,-0.19,2.17,1.95,-0.06,1.09,8.45,0.48,-0.05,0.54,-0.08,-1.32,0.94,-0.06,-0.05,0.94,0.54,0.91,1.04,10761,-0.18,0.14,18.71,4.88,1.95,2.25,-0.03,-1.16,0.33,0.06,0.06,0.11,1.06,0.12,13.29,0.11,-0.81,0,0.01,0,0.03,310.08,-1979.42,-2274.89,-1664.68,131.51,281.47,1.19,1.35,0.99,1.14,-3.21,-15.98,0.86,0.95,1.37,2.89,-0.22,6.0,2018
56.0,Poland,0.03,0.65,0.13,1.34,0.02,0.03,0.63,1.1,0.41,0.03,0.08,0.04,0.04,0.07,1.55,0.08,0.03,0.05,0.02,0.38,0.06,,0.28,5.46,0.53,0.12,2.81,1.7,0.09,1.15,1.26,0.66,0.08,0.16,0.04,0.13,0.82,0.06,0.05,0.81,0.39,0.85,1.39,37725,0.06,0.63,5.49,4.26,2.82,2.31,-0.06,1.47,0.62,0.02,0.02,0.03,0.07,0.05,1.05,0.03,0.36,0,0,0,0,197.69,2496.86,1336.61,1634.26,80.44,168.48,1.39,1.43,1,1.12,1.12,4.82,1.16,1.08,1.16,0.4,8.95,6.0,2018
61.0,Poland,0.11,0.54,0.59,2.77,0.11,0.14,0.84,0.59,0.46,0.15,0.43,0.24,0.33,0.26,1.84,0.27,0.24,0.14,0.2,0.35,0.21,-24.26,7.55,5.7,0.75,0.32,1.35,0.83,1.02,0.59,0.61,0.67,1.73,0.31,0.25,0.14,0.38,0.15,0.25,1.7,0.33,5.86,8.55,293344,0.25,0.46,0.74,24.58,1.76,7.52,-0.46,-1.13,-0.01,-0.1,-0.17,-0.19,-0.49,-0.31,2.48,-0.11,-0.71,0,0.01,0.01,0.13,1219.11,3926.51,3840.43,3862.41,557.57,7150.02,1.27,1.3,0.97,0.98,1.22,4.18,1.03,1.5,0.84,27.91,-0.99,6.0,2018
62.0,Poland,0.04,0.79,0.27,1.54,0,0.05,0.27,0.97,0.21,0.06,0.1,0.06,0.06,0.08,1.27,0.08,0.05,0.06,0.04,0.21,0.06,-7.14,1.17,5.38,0.74,0.28,1.87,1.19,1.83,1,1.36,0.5,1.89,0.16,0.06,0.1,0.78,0.06,0.06,0.98,0.5,0.92,2.17,64442,0.18,1.35,2.56,3.09,1.93,4.19,-0.12,-0.28,-0.07,-0.14,-0.14,-0.18,-0.49,-0.28,-27.27,-0.18,-2.31,0,0.03,0.01,0.04,1416.69,5764.46,4988.17,4988.26,301.21,1306.01,1.51,1.59,1.51,1.65,1.16,19.07,1.3,2.29,1.52,9.11,-0.55,6.0,2018
81.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
84.0,Poland,0.05,0.58,0.41,2.03,0.15,0.07,0.77,0.43,0.44,0.08,0.18,0.17,0.2,0.12,1.72,0.13,0.16,0.07,0.12,0.29,0.09,-12.89,2.07,5.49,1.02,0.17,0.95,0.65,0,0.45,1.04,0.63,0,0.36,0.17,0.08,0.48,0.08,0.18,1.38,0.4,2.26,3.2,126834.32,0.11,0.42,0.7,8.83,1.09,2.19,-0.54,1.18,0.04,0.04,0.1,0.07,0.23,0.11,1.32,0.05,0.57,0,0.01,0,0.13,431.6,2709.55,2519.77,2576.64,191.85,974.98,1.58,1.6,1.05,1.03,1.33,5.43,0.99,1.23,1.24,,0.65,6.0,2018
88.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
96.0,Poland,0.05,0.58,0.18,1.76,0.04,0.09,0.72,0.23,0.42,0.08,0.38,0.4,-1.3,0.16,1.72,0.13,0.4,0.07,0.2,0.37,0.08,4.33,0.32,5.98,1.94,0.18,-0.3,-0.13,0,0,0.45,0.76,0,0.57,0.32,0.17,0.63,0.07,0.32,0.74,0.24,0.73,1.32,175302.29,0.11,0.81,0.85,14.86,0.95,0.41,0.96,1.09,0.01,0.04,0.18,0.07,0.13,0.18,1.19,0.1,0.58,0,0,0,0.11,730.23,3290.81,4130.92,4130.92,305.97,534.45,1.18,-0.53,1,1.03,2.98,5.73,0.93,1.62,1,,-12.18,6.0,2018
108.0,Poland,0.08,0.35,0.38,2.21,0.59,0.11,1.89,1.28,0.67,0.11,0.33,0.09,0.08,0.33,2.84,0.29,0.08,0.1,0.07,0.08,0.27,-41.01,1.27,5.02,0.24,0.15,3.79,3.41,1.28,1.3,10.83,0.7,1,0.36,0.08,0.27,1.2,0.11,0.09,1.99,0.32,2.21,2.33,40259,0.13,0.05,4.02,4.79,4.04,4.25,0.05,-0.68,-0.08,-0.12,-0.1,-0.35,-3.54,-0.39,3.53,-0.18,-1.23,0,0.02,0,0.02,372.38,2338.99,2223.54,2438.59,247.67,823.27,1.25,1.2,0.92,0.91,2.55,129.98,1.14,0.96,0.74,-0.62,-0.33,6.0,2018
112.0,Poland,0.02,0.57,0.58,2.73,0.22,0.04,0.74,0.38,0.43,0.03,0.11,0.1,0.08,0.07,1.74,0.05,0.1,0.03,0.05,0.2,0.04,4.3,6.52,5.33,1.18,0.07,1.06,0.62,0,0.39,0.75,0.66,0,0.47,0.08,0.03,0.53,0.03,0.08,1.6,0.34,4.78,7.43,124730.97,0.05,0.56,0.51,20.66,1.13,4.26,-0.46,0.2,0.01,0.1,0.26,0.17,0.42,0.29,2.12,0.11,3.27,0,0,0,0.09,394.95,4411.14,5343.99,5577.5,168.5,1886.09,1.33,1.36,1.06,1.01,1.18,-6.3,1.08,0.74,1.32,,-8.97,6.0,2018
116.0,Poland,0.08,0.46,0.43,2.28,0.39,0.11,1.19,0.5,0.54,0.1,0.32,0.23,0.25,0.25,2.19,0.22,0.21,0.1,0.16,0.15,0.19,19.85,1.79,5.16,0.81,0.19,1.2,0.88,0,0.5,1.84,0.67,0,0.53,0.2,0.15,0.67,0.1,0.2,1.67,0.33,2.28,2.79,61820.89,0.14,0.22,0.92,10.09,1.48,2.08,-0.28,-3.39,-0.37,-0.02,-0.05,-0.05,-0.19,-0.07,-0.25,-0.03,-0.23,0,0,0,0.06,610.99,3121.35,3288.69,3288.69,332.16,1393.58,1.34,1.32,1.18,1.24,1.42,11.21,1.12,1.02,1.42,,-13.57,6.0,2018
121.0,Poland,0.01,0.4,0.08,1.24,0.46,0.01,1.63,1.06,0.65,0,0.02,0.02,0.01,0.05,2.52,0.01,0.01,0.01,0.01,0.18,0.07,0.88,0.14,4.6,0.35,0.01,3.22,2.76,1.06,1.1,7.09,0.7,1,0.36,0.01,0.57,1.17,0.02,0.02,1.06,0.34,1.12,1.21,3200,0.02,0.09,47.23,3.85,3.13,1.84,0.05,-0.29,-0.32,-0.04,-0.04,-0.11,-0.8,-0.13,0.25,-0.11,-7.9,0,0.01,0,0,521.67,60610.97,16740.1,59568.82,337.43,582.35,,,,,,,,,,,,6.0,2018
124.0,Poland,0.23,0.46,0.59,2.85,0.14,0,1.48,6.79,0.68,0,0.01,0,0,0.01,2.16,0.01,0,0,0.03,0.54,0.51,,7.11,4.75,0.02,0.01,21.1,14.68,13.25,6.79,3.44,0.82,1.95,1.1,0,0.54,1.5,0.01,0,1.98,0.32,8.16,9.84,33804,0.34,0.21,15.7,52.63,21.1,81.13,0.02,3,0.02,0.08,0.01,0.17,0.55,0.24,0.62,0.08,20.23,0,0.04,0,0.04,751.92,130106.12,89232.11,134075.72,513.23,6133.89,1.4,1.41,0.92,0.88,0.08,,0.71,0.73,0.57,1.32,1.58,6.0,2018
130.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
131.0,Poland,0.15,0.39,0.17,2.39,0.14,0.22,1.59,0.27,0.62,0.2,1.75,0.98,1.93,0.67,2.58,0.49,0.82,0.19,0.55,0.48,0.48,11.34,0.25,5.55,0.51,0.31,0.66,0.21,0.22,0.27,1.13,0.88,0.84,2.03,0.72,71.2,2.37,0.23,0.87,0.77,0.13,0.88,1.25,61012,0.24,0.42,128.52,6.23,2.12,0.38,11.97,10,2.75,0.01,0.06,0.04,0.06,0.12,-0.3,0.05,0.08,0,0,0,0.09,970.14,2734.87,2582.89,3127.63,598.22,853.01,1.1,1.02,0.85,0.85,1.17,5.22,0.96,2.05,0.54,0.51,-2.21,6.0,2018
133.0,Poland,-0.02,0.61,0.2,1.34,-0.02,-0.01,0.67,1.81,0.41,0.02,-0.03,0,0,0.01,1.64,-0.01,-0.01,-0.01,-0.01,0.43,-0.01,0.23,0.9,4.68,0.34,-0.02,3.18,3.02,1.81,1.83,24.16,0.44,1,0.44,0,-1.54,1.32,0.01,0.01,1.27,0.58,1.84,1.98,9457,-0.06,0.08,122.45,3.57,3.12,8.17,0.1,0.15,-0.12,-0.15,-0.08,-0.25,-4.8,-0.26,1.1,-0.2,20.05,0,0.01,0,0,639.29,-17587.96,24708.45,-34417.47,260.59,1176.93,,,,,,,,,,,,6.0,2018
145.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
146.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
148.0,Poland,0.05,0.57,0.63,3.56,-0.07,0.05,0.76,0.17,0.43,0.06,0.22,0.31,-0.07,0.1,1.76,-0.02,0.31,-0.01,0.3,0.5,0.09,2.82,5.43,5.18,2.95,-0.03,0.77,0.34,0,0.18,0.64,0.75,0,0.36,-0.08,0.08,0.82,-0.01,-0.08,1.56,0.25,3.7,6.43,96951.1,0.12,0.74,0.26,1.49,0.7,1.48,-0.35,-0.4,0,-0.13,-0.75,-0.23,-0.41,-0.53,-5.04,-0.15,9.42,0,0,0,0.09,484.14,3842.76,-15130.53,-15130.53,209.63,1792.69,0.82,1.02,1.15,1.18,-0.7,-4.08,1.14,1.08,1.66,,-5.46,6.0,2018
161.0,Slovakia,0,0.81,0,1,-1.27,0,0.23,1.55,0.19,0,0,0,0,0,1.23,0.01,0,0.01,0,1.46,0,-2.52,-0.01,4.69,0.41,0.04,2.12,1.9,0,1.55,8.24,0.27,0,0.27,0,0.05,0.95,0.06,0.04,0.89,0.73,0.68,0.99,-167,0.01,0.44,50.17,3.14,2.13,5.6,-0.02,,,0,0,0,0,0,,0,0,,,,0,,,,,,,,,,,,,,,,,,6.0,2018
163.0,Poland,0.06,0.51,0.03,1.6,0.3,0.11,0.97,0.09,0.49,0.1,2.22,1.29,1.35,0.23,1.97,0.19,1.29,0.09,0.65,0.19,0.11,4.94,0.03,5.64,5.41,0.19,0.99,0.1,0,0.15,0.18,0.95,0,0.92,1.07,667.91,1.6,0.09,1.07,0.16,0.05,0.54,1.03,13754.82,0.12,0.93,1022.95,2.53,1.72,0.1,1.01,-1.12,0,-0.05,-0.58,-0.1,-0.11,-1,4.2,-0.62,-0.54,0,0,0.02,0,898.7,3848.88,4658.9,4658.9,441.96,481.89,1.48,1.58,1.13,1.08,2.87,2.86,0.54,2.08,1.27,,-3.75,6.0,2018
164.0,Poland,0.13,0.12,0.24,3.13,0.58,0.16,7.12,0.63,0.88,0.16,1.45,0.42,0.33,2.13,8.12,1.28,0.26,0.16,0.21,0.3,1.89,436.08,0.37,4.99,-0.02,0.18,4.24,3.88,0,0.64,31.25,0.89,0,1.22,0.25,7.73,2.98,0.16,0.25,2.86,0.11,1.35,1.37,23493.89,0.15,0.01,36.78,3.19,5.62,0.98,0.6,-10.7,-8.04,-0.01,-0.02,-0.1,-1.16,-0.11,-0.17,-0.04,-0.08,0,0.01,0.04,0.06,1034.95,5558.78,5750.59,5750.59,907.42,1401.16,1.16,1.03,1.01,1.01,1.88,12.88,1.03,0.78,1.02,,-2.48,6.0,2018
166.0,Poland,0.1,0.52,0.7,3.82,0.28,0.13,0.93,0.46,0.48,0.14,0.51,0.28,0.44,0.25,1.93,0.27,0.27,0.14,0.23,0.2,0.21,-10.34,12.29,5.29,0.7,0.29,1.32,0.63,0,0.46,1.22,0.76,0,1.21,0.3,0.17,1.35,0.14,0.3,1.82,0.25,8.53,13.32,134560.21,0.22,0.56,0.76,13.5,1.87,8.15,0.26,-1.49,-0.03,-0.07,-0.15,-0.14,-0.26,-0.28,-8.97,-0.07,-0.51,0,0,0,0.06,790,3008.69,2731.75,2771.64,381.88,6738.37,1.52,1.53,1.18,1.23,1.45,-15.58,1.24,0.45,1.83,,0.07,6.0,2018
171.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
172.0,Poland,0.12,0.37,0.07,1.69,0.19,0.15,1.71,0.56,0.63,0.16,1.4,0.36,0.4,0.55,2.71,0.43,0.27,0.16,0.22,0.44,0.47,-20.01,0.09,4.66,0.51,0.25,3.73,1.09,0.92,0.56,0.68,0.89,1.65,0.9,0.29,22.64,1.64,0.21,0.38,0.5,0.11,0.77,1.08,3451,0.2,0.41,102.22,6.91,5.12,0.68,0.19,4.28,1.73,0.03,0.05,0.08,0.11,0.27,0.4,0.16,0.18,0,0.02,0.04,0,643.11,2665.26,1937.94,2542.06,405.45,493.24,1.48,1.27,0.97,2.05,2.67,11.3,0.99,1.36,0.95,0.88,-20.18,6.0,2018
179.0,Poland,0.02,0.54,-0.12,0.61,0.25,0.02,0.86,0.12,0.46,0.07,0.08,0.21,1.19,0.04,1.86,0.11,0.2,0.06,0.16,0.21,0.04,-1.41,-0.14,5.32,4.46,0.13,0.31,0.17,0,0.15,0.3,0.7,0,0.05,0.51,0.18,0.24,0.06,0.51,0.33,0.3,0.56,0.86,-24246.08,0.04,0.53,1.1,2.06,0.4,0.14,-1.76,0.44,0.01,0.04,0.37,0.08,0.18,0.15,-9.02,0.24,0.73,0,0,0,0,106.61,2073.86,828.92,828.92,49.15,59.86,1.09,0.83,0.89,0.68,151.38,170.62,0.73,0.6,1.63,,-2.13,6.0,2018
181.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
183.0,Poland,0.02,0.52,-0.02,0.91,0.15,0.02,0.93,0.36,0.48,0.04,0.11,0.22,0.09,0.15,1.93,0.06,0.07,0.03,0.05,0.34,0.14,-2.68,-0.02,5.02,1.39,0.07,1.67,0.69,0.36,0.39,0.5,0.79,1,0.14,0.09,0.47,0.71,0.09,0.24,0.38,0.21,0.6,0.97,-2053,0.04,0.63,8.57,2.92,1.67,0.44,-0.2,0.2,0.57,0.1,0.27,0.19,0.32,0.45,-19.96,0.49,2.96,0,0,0,0.03,608.59,12370.77,3378.28,9077.26,294.01,363.96,1.09,1.07,0.92,1.04,1.3,2.5,0.97,1.16,1.15,1.32,-1.28,6.0,2018
184.0,Poland,0.03,0.28,0.04,1.83,0.03,0.04,2.54,0.1,0.72,0.06,0.76,0.4,0.79,0.14,3.52,0.19,0.38,0.05,0.27,0.69,0.1,-2.54,0.05,5.6,2.72,0.07,1.82,0.32,0.1,0.14,0.36,0.96,1,1.22,0.54,4.7,1.72,0.06,0.57,0.32,0.05,0.79,1.05,16456,0.04,0.32,17.35,4,2.01,0.11,0.34,-2.54,-0.27,-0.01,-0.11,-0.04,-0.05,-0.21,-1.12,-0.12,-0.2,0,0,0,0,1241.77,23961.38,15782.41,16599.7,896.07,985.4,,,,,,2.12,,,,,,6.0,2018
205.0,Poland,-1,1.01,-0.02,0.98,0,-1,-0.01,1.32,-0.01,-1,-0.99,-0.76,-0.43,-0.99,0.99,-0.99,-0.76,-1,-0.76,-0.01,-0.99,275.12,-1.64,3.15,0.71,147.21,2.33,2.33,0,1.35,,-0.01,0,0.08,-0.76,-3.48,0.7,-0.99,-0.75,0.98,1.01,-0.68,-0.68,-23,147.74,0,4.6,2.1,1.31,132.93,-0.13,-10.66,0.04,0.09,0.07,0.09,,0.09,1.23,0.09,-0.09,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,6.0,2018
211.0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,2018
